"MEASURE","Measure","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","217011420","Glenelg (Vic.)","A","Annual","2016","2016",8738,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","217011421","Hamilton (Vic.)","A","Annual","2016","2016",10040,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","217011422","Portland","A","Annual","2016","2016",10950,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","217011423","Southern Grampians","A","Annual","2016","2016",6127,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","21703","Colac - Corangamite","A","Annual","2016","2016",37504,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","217031471","Camperdown","A","Annual","2016","2016",3493,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","217031472","Colac","A","Annual","2016","2016",12411,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","217031473","Colac Region","A","Annual","2016","2016",5402,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","217031474","Corangamite - North","A","Annual","2016","2016",5435,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","217031475","Corangamite - South","A","Annual","2016","2016",7192,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","217031476","Otway","A","Annual","2016","2016",3571,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","21704","Warrnambool","A","Annual","2016","2016",50888,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","217041477","Moyne - East","A","Annual","2016","2016",6709,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","217041478","Moyne - West","A","Annual","2016","2016",9561,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","217041479","Warrnambool - North","A","Annual","2016","2016",21440,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","217041480","Warrnambool - South","A","Annual","2016","2016",13178,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","29799","Migratory - Offshore - Shipping (Vic.)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","297","Migratory - Offshore - Shipping (Vic.)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","29797","Migratory - Offshore - Shipping (Vic.)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","297979799","Migratory - Offshore - Shipping (Vic.)","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","STE","States and Territories","3","Queensland","A","Annual","2016","2016",4848877,,
"ERP","Estimated Resident Population","GCCSA","Greater Capital City Statistical Areas","3GBRI","Greater Brisbane","A","Annual","2016","2016",2360241,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","301","Brisbane - East","A","Annual","2016","2016",230746,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30101","Capalaba","A","Annual","2016","2016",74184,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301011001","Alexandra Hills","A","Annual","2016","2016",16882,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301011002","Belmont - Gumdale","A","Annual","2016","2016",7713,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301011003","Birkdale","A","Annual","2016","2016",15485,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301011004","Capalaba","A","Annual","2016","2016",18198,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301011005","Thorneside","A","Annual","2016","2016",3875,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301011006","Wellington Point","A","Annual","2016","2016",12031,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30102","Cleveland - Stradbroke","A","Annual","2016","2016",85516,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301021007","Cleveland","A","Annual","2016","2016",15292,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301021008","Ormiston","A","Annual","2016","2016",5956,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301021009","Redland Bay","A","Annual","2016","2016",16088,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301021011","Sheldon - Mount Cotton","A","Annual","2016","2016",8245,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301021012","Thornlands","A","Annual","2016","2016",15299,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301021013","Victoria Point","A","Annual","2016","2016",15424,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301021527","Redland Islands","A","Annual","2016","2016",9212,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30103","Wynnum - Manly","A","Annual","2016","2016",71046,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301031014","Brisbane Port - Lytton","A","Annual","2016","2016",9,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301031015","Manly - Lota","A","Annual","2016","2016",7729,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301031016","Manly West","A","Annual","2016","2016",11755,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301031017","Murarrie","A","Annual","2016","2016",4321,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301031018","Tingalpa","A","Annual","2016","2016",9004,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301031019","Wakerley","A","Annual","2016","2016",9271,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301031020","Wynnum","A","Annual","2016","2016",13691,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","301031021","Wynnum West - Hemmant","A","Annual","2016","2016",15266,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","302","Brisbane - North","A","Annual","2016","2016",214404,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30201","Bald Hills - Everton Park","A","Annual","2016","2016",42300,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302011022","Bald Hills","A","Annual","2016","2016",7486,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302011023","Bridgeman Downs","A","Annual","2016","2016",8460,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302011024","Carseldine","A","Annual","2016","2016",9378,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302011025","Everton Park","A","Annual","2016","2016",9104,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302011026","McDowall","A","Annual","2016","2016",7872,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30202","Chermside","A","Annual","2016","2016",71772,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302021027","Aspley","A","Annual","2016","2016",12665,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302021028","Chermside","A","Annual","2016","2016",9761,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302021029","Chermside West","A","Annual","2016","2016",6537,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302021030","Geebung","A","Annual","2016","2016",4477,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302021031","Kedron - Gordon Park","A","Annual","2016","2016",14299,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302021032","Stafford","A","Annual","2016","2016",6783,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302021033","Stafford Heights","A","Annual","2016","2016",7062,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302021034","Wavell Heights","A","Annual","2016","2016",10188,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30203","Nundah","A","Annual","2016","2016",40247,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302031035","Boondall","A","Annual","2016","2016",9521,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302031036","Brisbane Airport","A","Annual","2016","2016",212,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302031037","Eagle Farm - Pinkenba","A","Annual","2016","2016",870,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302031038","Northgate - Virginia","A","Annual","2016","2016",6831,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302031039","Nudgee - Banyo","A","Annual","2016","2016",9952,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302031040","Nundah","A","Annual","2016","2016",12861,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30204","Sandgate","A","Annual","2016","2016",60085,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302041041","Bracken Ridge","A","Annual","2016","2016",17516,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302041042","Brighton (Qld)","A","Annual","2016","2016",9830,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302041043","Deagon","A","Annual","2016","2016",3785,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302041044","Sandgate - Shorncliffe","A","Annual","2016","2016",7001,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302041045","Taigum - Fitzgibbon","A","Annual","2016","2016",12667,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","302041046","Zillmere","A","Annual","2016","2016",9286,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","303","Brisbane - South","A","Annual","2016","2016",356666,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30301","Carindale","A","Annual","2016","2016",52345,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303011047","Camp Hill","A","Annual","2016","2016",11623,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303011048","Cannon Hill","A","Annual","2016","2016",6060,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303011049","Carina","A","Annual","2016","2016",11439,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303011050","Carina Heights","A","Annual","2016","2016",6829,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303011051","Carindale","A","Annual","2016","2016",16394,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30302","Holland Park - Yeronga","A","Annual","2016","2016",74852,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303021052","Annerley","A","Annual","2016","2016",12062,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303021053","Coorparoo","A","Annual","2016","2016",16835,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303021054","Fairfield - Dutton Park","A","Annual","2016","2016",5092,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303021055","Greenslopes","A","Annual","2016","2016",9679,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303021056","Holland Park","A","Annual","2016","2016",8659,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303021057","Holland Park West","A","Annual","2016","2016",6627,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303021058","Woolloongabba","A","Annual","2016","2016",5886,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303021059","Yeronga","A","Annual","2016","2016",10012,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30303","Mt Gravatt","A","Annual","2016","2016",74384,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303031060","Eight Mile Plains","A","Annual","2016","2016",15939,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303031061","Macgregor (Qld)","A","Annual","2016","2016",6182,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303031062","Mansfield (Qld)","A","Annual","2016","2016",9053,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303031063","Mount Gravatt","A","Annual","2016","2016",15479,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303031064","Rochedale - Burbank","A","Annual","2016","2016",6653,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303031065","Upper Mount Gravatt","A","Annual","2016","2016",9840,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303031066","Wishart","A","Annual","2016","2016",11238,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30304","Nathan","A","Annual","2016","2016",40630,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303041067","Coopers Plains","A","Annual","2016","2016",5763,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303041068","Moorooka","A","Annual","2016","2016",10857,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303041069","Robertson","A","Annual","2016","2016",5410,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303041070","Salisbury - Nathan","A","Annual","2016","2016",7470,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303041071","Tarragindi","A","Annual","2016","2016",11130,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30305","Rocklea - Acacia Ridge","A","Annual","2016","2016",62075,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303051072","Algester","A","Annual","2016","2016",8724,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303051073","Calamvale - Stretton","A","Annual","2016","2016",22418,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303051074","Pallara - Willawong","A","Annual","2016","2016",4876,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303051075","Parkinson - Drewvale","A","Annual","2016","2016",16137,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303051076","Rocklea - Acacia Ridge","A","Annual","2016","2016",9920,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30306","Sunnybank","A","Annual","2016","2016",52380,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303061077","Kuraby","A","Annual","2016","2016",8726,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303061078","Runcorn","A","Annual","2016","2016",15146,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303061079","Sunnybank","A","Annual","2016","2016",9375,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","303061080","Sunnybank Hills","A","Annual","2016","2016",19133,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","304","Brisbane - West","A","Annual","2016","2016",187137,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30401","Centenary","A","Annual","2016","2016",33800,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304011081","Jindalee - Mount Ommaney","A","Annual","2016","2016",7869,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304011082","Middle Park - Jamboree Heights","A","Annual","2016","2016",7322,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304011083","Riverhills","A","Annual","2016","2016",4176,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304011084","Seventeen Mile Rocks - Sinnamon Park","A","Annual","2016","2016",9884,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304011085","Westlake","A","Annual","2016","2016",4549,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30402","Kenmore - Brookfield - Moggill","A","Annual","2016","2016",47388,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304021086","Bellbowrie - Moggill","A","Annual","2016","2016",10509,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304021087","Brookfield - Kenmore Hills","A","Annual","2016","2016",6993,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304021088","Chapel Hill","A","Annual","2016","2016",10857,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304021089","Fig Tree Pocket","A","Annual","2016","2016",4260,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304021090","Kenmore","A","Annual","2016","2016",9136,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304021091","Pinjarra Hills - Pullenvale","A","Annual","2016","2016",5633,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30403","Sherwood - Indooroopilly","A","Annual","2016","2016",53907,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304031092","Chelmer - Graceville","A","Annual","2016","2016",7705,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304031093","Corinda","A","Annual","2016","2016",5084,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304031094","Indooroopilly","A","Annual","2016","2016",12800,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304031095","Sherwood","A","Annual","2016","2016",5882,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304031096","St Lucia","A","Annual","2016","2016",13487,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304031097","Taringa","A","Annual","2016","2016",8949,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30404","The Gap - Enoggera","A","Annual","2016","2016",52042,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304041098","Enoggera","A","Annual","2016","2016",8487,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304041099","Enoggera Reservoir","A","Annual","2016","2016",26,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304041100","Keperra","A","Annual","2016","2016",7339,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304041101","Mitchelton","A","Annual","2016","2016",8681,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304041102","Mount Coot-tha","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304041103","The Gap","A","Annual","2016","2016",17204,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","304041104","Upper Kedron - Ferny Grove","A","Annual","2016","2016",10305,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","305","Brisbane Inner City","A","Annual","2016","2016",265256,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30501","Brisbane Inner","A","Annual","2016","2016",72244,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305011105","Brisbane City","A","Annual","2016","2016",11036,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305011106","Fortitude Valley","A","Annual","2016","2016",7622,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305011107","Highgate Hill","A","Annual","2016","2016",6705,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305011108","Kangaroo Point","A","Annual","2016","2016",8847,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305011109","New Farm","A","Annual","2016","2016",13578,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305011110","South Brisbane","A","Annual","2016","2016",7777,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305011111","Spring Hill","A","Annual","2016","2016",6468,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305011112","West End","A","Annual","2016","2016",10211,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30502","Brisbane Inner - East","A","Annual","2016","2016",42844,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305021113","Balmoral","A","Annual","2016","2016",4494,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305021114","Bulimba","A","Annual","2016","2016",7076,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305021115","East Brisbane","A","Annual","2016","2016",6055,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305021116","Hawthorne","A","Annual","2016","2016",5328,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305021117","Morningside - Seven Hills","A","Annual","2016","2016",13279,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305021118","Norman Park","A","Annual","2016","2016",6612,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30503","Brisbane Inner - North","A","Annual","2016","2016",90782,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305031119","Albion","A","Annual","2016","2016",2973,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305031120","Alderley","A","Annual","2016","2016",6276,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305031121","Ascot","A","Annual","2016","2016",5368,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305031122","Clayfield","A","Annual","2016","2016",10962,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305031123","Grange","A","Annual","2016","2016",4427,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305031124","Hamilton (Qld)","A","Annual","2016","2016",6579,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305031125","Hendra","A","Annual","2016","2016",4850,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305031126","Kelvin Grove - Herston","A","Annual","2016","2016",10722,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305031127","Newmarket","A","Annual","2016","2016",5246,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305031128","Newstead - Bowen Hills","A","Annual","2016","2016",11436,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305031129","Wilston","A","Annual","2016","2016",4153,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305031130","Windsor","A","Annual","2016","2016",7623,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305031131","Wooloowin - Lutwyche","A","Annual","2016","2016",10167,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","30504","Brisbane Inner - West","A","Annual","2016","2016",59386,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305041132","Ashgrove","A","Annual","2016","2016",13901,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305041133","Auchenflower","A","Annual","2016","2016",5923,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305041134","Bardon","A","Annual","2016","2016",10229,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305041135","Paddington - Milton","A","Annual","2016","2016",11592,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305041136","Red Hill (Qld)","A","Annual","2016","2016",6194,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","305041137","Toowong","A","Annual","2016","2016",11547,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","310","Ipswich","A","Annual","2016","2016",333748,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","31001","Forest Lake - Oxley","A","Annual","2016","2016",75209,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310011271","Darra - Sumner","A","Annual","2016","2016",5241,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310011272","Durack","A","Annual","2016","2016",8230,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310011273","Forest Lake - Doolandella","A","Annual","2016","2016",28853,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310011274","Inala - Richlands","A","Annual","2016","2016",18637,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310011275","Oxley (Qld)","A","Annual","2016","2016",8181,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310011276","Wacol","A","Annual","2016","2016",6067,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","31002","Ipswich Hinterland","A","Annual","2016","2016",64124,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310021277","Boonah","A","Annual","2016","2016",12081,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310021278","Esk","A","Annual","2016","2016",5229,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310021279","Lake Manchester - England Creek","A","Annual","2016","2016",3,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310021280","Lockyer Valley - East","A","Annual","2016","2016",20326,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310021281","Lowood","A","Annual","2016","2016",14376,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310021282","Rosewood","A","Annual","2016","2016",12109,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","31003","Ipswich Inner","A","Annual","2016","2016",107320,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310031283","Brassall","A","Annual","2016","2016",11193,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310031284","Bundamba","A","Annual","2016","2016",9157,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310031285","Churchill - Yamanto","A","Annual","2016","2016",6973,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310031286","Ipswich - Central","A","Annual","2016","2016",6716,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310031287","Ipswich - East","A","Annual","2016","2016",18416,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310031288","Ipswich - North","A","Annual","2016","2016",4801,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310031289","Karalee - Barellan Point","A","Annual","2016","2016",5718,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310031290","Karana Downs","A","Annual","2016","2016",6301,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310031291","Leichhardt - One Mile","A","Annual","2016","2016",7884,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310031292","North Ipswich - Tivoli","A","Annual","2016","2016",6579,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310031293","Raceview","A","Annual","2016","2016",15594,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310031294","Ripley","A","Annual","2016","2016",4767,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310031295","Riverview","A","Annual","2016","2016",3221,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","31004","Springfield - Redbank","A","Annual","2016","2016",87095,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310041296","Bellbird Park - Brookwater","A","Annual","2016","2016",14294,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310041297","Camira - Gailes","A","Annual","2016","2016",9547,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310041298","Carole Park","A","Annual","2016","2016",4,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310041299","Collingwood Park - Redbank","A","Annual","2016","2016",8780,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310041300","Goodna","A","Annual","2016","2016",11332,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310041301","New Chum","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310041302","Redbank Plains","A","Annual","2016","2016",20011,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310041303","Springfield","A","Annual","2016","2016",7059,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","310041304","Springfield Lakes","A","Annual","2016","2016",16068,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","311","Logan - Beaudesert","A","Annual","2016","2016",328027,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","31101","Beaudesert","A","Annual","2016","2016",14242,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311011305","Beaudesert","A","Annual","2016","2016",14242,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","31102","Beenleigh","A","Annual","2016","2016",42205,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311021306","Beenleigh","A","Annual","2016","2016",8498,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311021307","Eagleby","A","Annual","2016","2016",13690,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311021308","Edens Landing - Holmview","A","Annual","2016","2016",7698,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311021309","Mount Warren Park","A","Annual","2016","2016",5991,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311021310","Wolffdene - Bahrs Scrub","A","Annual","2016","2016",6328,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","31103","Browns Plains","A","Annual","2016","2016",82568,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","311031311","Boronia Heights - Park Ridge","A","Annual","2016","2016",12628,,
